centroid	data_point	distance
214178	214074	0.681111484
214178	214087	0.557283429
214178	214187	0.934792927
214178	214196	0.735637034
214178	214712	0.520481912
214181	214428	0.650925695
214186	214112	0.50471216
214187	214072	0.653174601
214187	214074	0.72955391
214187	214082	0.504291942
214187	214087	0.571409388
214187	214178	0.934792927
214187	214196	0.743234073
214187	214337	0.594058157
214187	214712	0.584166899
214191	214237	0.872444573
214193	214094	0.572681196
214193	214099	0.580432506
214193	214112	0.642561908
214193	214123	0.581689204
214193	214198	0.55992712
214193	214301	0.571961838
214193	214303	0.554102242
214193	214304	0.594830715
214193	214305	0.585054119
214193	214306	0.585169662
214193	214333	0.563742262
214193	214343	0.580002585
214193	214364	0.553818234
214193	214377	0.606829896
214193	214396	0.557438046
214193	214407	0.561382919
214193	214415	0.576669843
214193	214444	0.564635209
214193	214556	0.590026245
214193	214609	0.534380954
214193	214611	0.607859606
214193	214647	0.517085356
214193	214701	0.564261165
214193	214733	0.550858513
214193	214834	0.532490543
214193	214841	0.535191549
214193	214868	0.538461832
214193	214914	0.561188129
214193	214950	0.572792705
214193	215008	0.57875961
214193	215014	0.561943025
214198	214074	0.53293564
214198	214082	0.606486436
214198	214094	0.834896191
214198	214099	0.859706947
214198	214110	0.586607607
214198	214112	0.81647282
214198	214123	0.822962616
214198	214141	0.558712769
214198	214167	0.549629204
214198	214193	0.55992712
214198	214263	0.705108052
214198	214301	0.684475061
214198	214303	0.650760926
214198	214304	0.747721262
214198	214305	0.69178314
214198	214306	0.691773485
214198	214333	0.819474773
214198	214337	0.659108312
214198	214343	0.802834093
214198	214364	0.727296549
214198	214377	0.86683198
214198	214396	0.852807381
214198	214407	0.834032709
214198	214415	0.856515845
214198	214417	0.660093283
214198	214444	0.805658582
214198	214462	0.60940276
214198	214556	0.782814213
214198	214586	0.544906467
214198	214609	0.793256409
214198	214611	0.848704202
214198	214613	0.575802967
214198	214636	0.50043117
214198	214647	0.747620696
214198	214679	0.536765865
214198	214680	0.563329003
214198	214701	0.687322098
214198	214712	0.640382581
214198	214733	0.852499771
214198	214777	0.662713182
214198	214834	0.871545361
214198	214841	0.887654739
214198	214868	0.877906176
214198	214914	0.868893827
214198	214950	0.885023124
214198	214961	0.554696942
214198	214965	0.550590398
214198	214981	0.585875661
214198	215008	0.871446533
214198	215014	0.86850618
214198	215037	0.531863901
214196	214072	0.580202073
214196	214074	0.736253093
214196	214087	0.582844608
214196	214178	0.735637034
214196	214187	0.743234073
214196	214206	0.628561633
214196	214337	0.513746803
214196	214712	0.516421292
214200	214201	0.553731338
214200	214205	0.530948737
214200	214847	0.580083107
214201	214200	0.553731338
214197	214199	0.752743014
214197	214202	0.689088369
214199	214197	0.752743014
214199	214202	0.736672094
214205	214200	0.530948737
214203	214296	0.732222085
214203	214297	0.76014624
214203	214299	0.68809268
214203	214323	0.708370123
214206	214072	0.579743616
214206	214196	0.628561633
214208	214073	0.53830393
214208	214209	0.632714149
214208	214323	0.517672287
214208	215002	0.731118822
214202	214197	0.689088369
214202	214199	0.736672094
214216	214270	0.629988226
214209	214208	0.632714149
214209	215002	0.540839678
214223	214099	0.508114392
214223	214556	0.504531092
214223	214611	0.507759432
214223	214939	0.658716373
214223	215008	0.51219297
214229	214227	0.776525254
214229	214230	0.709512239
214229	214746	0.79071984
214229	214747	0.516921269
214229	214749	0.700036524
214229	214779	0.537609236
214227	214229	0.776525254
214227	214230	0.696940493
214227	214746	0.585864076
214227	214747	0.533829292
214227	214779	0.553623646
214230	214229	0.709512239
214230	214227	0.696940493
214230	214746	0.541235958
214230	214747	0.764356277
214231	214232	0.931146685
214231	214233	0.889903441
214232	214231	0.931146685
214232	214233	0.904263907
214233	214231	0.889903441
214233	214232	0.904263907
214237	214191	0.872444573
214264	214733	0.512159741
214263	214094	0.656808684
214263	214099	0.673877668
214263	214112	0.603353528
214263	214123	0.633408543
214263	214198	0.705108052
214263	214304	0.526611024
214263	214333	0.590702029
214263	214343	0.628940859
214263	214364	0.581419927
214263	214377	0.625725487
214263	214396	0.685318197
214263	214407	0.57640129
214263	214415	0.688028097
214263	214444	0.566639143
214263	214462	0.641408466
214263	214556	0.516005508
214263	214609	0.615020492
214263	214611	0.638510008
214263	214647	0.608349772
214263	214733	0.723946051
214263	214834	0.766710646
214263	214841	0.697566488
214263	214868	0.703742477
214263	214914	0.710683062
214263	214950	0.696895927
214263	215008	0.686487419
214263	215014	0.621615187
214270	214216	0.629988226
214301	214082	0.528723892
214301	214094	0.697056567
214301	214099	0.70855038
214301	214110	0.6011987
214301	214112	0.723315692
214301	214123	0.709347272
214301	214141	0.530773075
214301	214167	0.57811355
214301	214193	0.571961838
214301	214198	0.684475061
214301	214303	0.978912192
214301	214304	0.990497232
214301	214305	0.996747536
214301	214306	0.996720461
214301	214333	0.676571942
214301	214337	0.552142189
214301	214343	0.689198133
214301	214364	0.856971662
214301	214377	0.717343122
214301	214396	0.676200153
214301	214407	0.687518022
214301	214415	0.682449877
214301	214417	0.583168833
214301	214444	0.70142759
214301	214556	0.773759041
214301	214586	0.56687816
214301	214609	0.644381218
214301	214611	0.731917877
214301	214613	0.608205353
214301	214630	0.524387279
214301	214647	0.617301713
214301	214680	0.522540506
214301	214701	0.986311253
214301	214712	0.541231003
214301	214733	0.657012493
214301	214777	0.592419876
214301	214834	0.649819057
214301	214841	0.654939344
214301	214868	0.653193384
214301	214914	0.690263919
214301	214950	0.691750368
214301	214981	0.618399196
214301	215008	0.707582136
214301	215014	0.695108133
214296	214203	0.732222085
214296	214297	0.916481617
214296	214299	0.775657329
214296	214323	0.754624612
214298	214307	0.518694131
214297	214203	0.76014624
214297	214296	0.916481617
214297	214299	0.757444651
214297	214323	0.779996363
214303	214082	0.506256825
214303	214094	0.664948759
214303	214099	0.677346914
214303	214110	0.578359889
214303	214112	0.700010994
214303	214123	0.676874004
214303	214141	0.506238501
214303	214167	0.556025098
214303	214193	0.554102242
214303	214198	0.650760926
214303	214301	0.978912192
214303	214304	0.970267759
214303	214305	0.986630151
214303	214306	0.986522777
214303	214333	0.645324452
214303	214337	0.529445215
214303	214343	0.662809738
214303	214364	0.83350228
214303	214377	0.690867156
214303	214396	0.644999249
214303	214407	0.654527573
214303	214415	0.652889399
214303	214417	0.556081035
214303	214444	0.668397865
214303	214556	0.745595311
214303	214586	0.54127032
214303	214609	0.615098129
214303	214611	0.704050569
214303	214613	0.582378467
214303	214630	0.515913909
214303	214647	0.589809767
214303	214701	0.967243237
214303	214712	0.517453341
214303	214733	0.628078903
214303	214777	0.562053204
214303	214834	0.619216091
214303	214841	0.623859326
214303	214868	0.623301326
214303	214914	0.659594264
214303	214950	0.660239714
214303	214981	0.592292928
214303	215008	0.673198676
214303	215014	0.662858983
214304	214082	0.561175016
214304	214094	0.755774798
214304	214099	0.771566633
214304	214110	0.625456188
214304	214112	0.777930795
214304	214123	0.764602187
214304	214141	0.557642814
214304	214167	0.598799542
214304	214193	0.594830715
214304	214198	0.747721262
214304	214263	0.526611024
214304	214301	0.990497232
214304	214303	0.970267759
214304	214305	0.99001228
214304	214306	0.989998463
214304	214333	0.73905271
214304	214337	0.589210098
214304	214343	0.740400167
214304	214364	0.87218365
214304	214377	0.786237189
214304	214396	0.741468761
214304	214407	0.754863748
214304	214415	0.745703066
214304	214417	0.631160337
214304	214444	0.759482585
214304	214556	0.819364912
214304	214586	0.585600439
214304	214609	0.704604455
214304	214611	0.787864961
214304	214613	0.629242362
214304	214630	0.539493384
214304	214647	0.672869023
214304	214679	0.530041598
214304	214680	0.556701691
214304	214701	0.977849351
214304	214712	0.576786993
214304	214733	0.721576583
214304	214777	0.643866823
214304	214834	0.714659504
214304	214841	0.720077641
214304	214868	0.719567677
214304	214914	0.752622435
214304	214950	0.761929653
214304	214961	0.534501236
214304	214981	0.637734872
214304	215008	0.771373423
214304	215014	0.768059013
214304	215037	0.513945297
214299	214080	0.542150397
214299	214203	0.68809268
214299	214296	0.775657329
214299	214297	0.757444651
214299	214323	0.860846116
214305	214082	0.533032424
214305	214094	0.706654169
214305	214099	0.717789292
214305	214110	0.609869276
214305	214112	0.738990748
214305	214123	0.719659223
214305	214141	0.537668558
214305	214167	0.586414452
214305	214193	0.585054119
214305	214198	0.69178314
214305	214301	0.996747536
214305	214303	0.986630151
214305	214304	0.99001228
214305	214306	0.999846682
214305	214333	0.685997996
214305	214337	0.556567464
214305	214343	0.698803441
214305	214364	0.856689391
214305	214377	0.729709125
214305	214396	0.684860978
214305	214407	0.696858524
214305	214415	0.691505985
214305	214417	0.590146673
214305	214444	0.711173148
214305	214556	0.784549161
214305	214586	0.572846287
214305	214609	0.65356893
214305	214611	0.74612517
214305	214613	0.615796574
214305	214630	0.527659837
214305	214647	0.623980711
214305	214679	0.51065219
214305	214680	0.532497399
214305	214701	0.985574875
214305	214712	0.545098961
214305	214733	0.665282131
214305	214777	0.595405833
214305	214834	0.65721186
214305	214841	0.662048281
214305	214868	0.661020198
214305	214914	0.6992115
214305	214950	0.699728497
214305	214961	0.50164096
214305	214981	0.625091565
214305	215008	0.716139616
214305	215014	0.704287634
214306	214082	0.533132245
214306	214094	0.706644307
214306	214099	0.717779274
214306	214110	0.609860764
214306	214112	0.738980435
214306	214123	0.719944295
214306	214141	0.537661054
214306	214167	0.586406267
214306	214193	0.585169662
214306	214198	0.691773485
214306	214301	0.996720461
214306	214303	0.986522777
214306	214304	0.989998463
214306	214305	0.999846682
214306	214333	0.685988422
214306	214337	0.556699033
214306	214343	0.698793688
214306	214364	0.856677435
214306	214377	0.729698941
214306	214396	0.684851419
214306	214407	0.696848798
214306	214415	0.691496334
214306	214417	0.590138437
214306	214444	0.711163222
214306	214556	0.784538211
214306	214586	0.572838292
214306	214609	0.653503566
214306	214611	0.746114757
214306	214613	0.61578798
214306	214630	0.527652473
214306	214647	0.623972003
214306	214679	0.510645063
214306	214680	0.532361779
214306	214701	0.985561119
214306	214712	0.545251073
214306	214733	0.665272846
214306	214777	0.595397523
214306	214834	0.657202687
214306	214841	0.662039041
214306	214868	0.661212343
214306	214914	0.699355104
214306	214950	0.699718731
214306	214961	0.501633959
214306	214981	0.625082841
214306	215008	0.716129621
214306	215014	0.704277805
214307	214298	0.518694131
214311	214317	0.600343662
214311	214574	0.649717873
214317	214311	0.600343662
214317	214574	0.681436955
214323	214203	0.708370123
214323	214208	0.517672287
214323	214296	0.754624612
214323	214297	0.779996363
214323	214299	0.860846116
214333	214082	0.585720426
214333	214094	0.815465208
214333	214099	0.838072772
214333	214110	0.575881467
214333	214112	0.805612636
214333	214123	0.814287903
214333	214141	0.56684375
214333	214167	0.544403123
214333	214193	0.563742262
214333	214198	0.819474773
214333	214263	0.590702029
214333	214301	0.676571942
214333	214303	0.645324452
214333	214304	0.73905271
214333	214305	0.685997996
214333	214306	0.685988422
214333	214337	0.636619466
214333	214343	0.788951287
214333	214364	0.704350171
214333	214377	0.856059805
214333	214396	0.823786594
214333	214407	0.843460973
214333	214415	0.81964876
214333	214417	0.687149776
214333	214444	0.800085408
214333	214462	0.50985018
214333	214556	0.790078356
214333	214586	0.532850521
214333	214609	0.786117178
214333	214611	0.817056704
214333	214613	0.578271659
214333	214647	0.734703149
214333	214679	0.543349235
214333	214680	0.573774209
214333	214701	0.68237516
214333	214712	0.616647016
214333	214733	0.803610252
214333	214777	0.693168468
214333	214834	0.795782862
214333	214841	0.795833422
214333	214868	0.803857418
214333	214914	0.818672734
214333	214950	0.850637643
214333	214961	0.545805573
214333	214965	0.533913962
214333	214981	0.575089423
214333	215008	0.834447552
214333	215014	0.854263881
214333	215037	0.628940934
214328	214998	0.565417206
214337	214068	0.504342794
214337	214072	0.77463142
214337	214069	0.504342794
214337	214074	0.712106784
214337	214082	0.773607936
214337	214094	0.642172508
214337	214099	0.643957731
214337	214112	0.629747002
214337	214123	0.649673703
214337	214187	0.594058157
214337	214198	0.659108312
214337	214196	0.513746803
214337	214301	0.552142189
214337	214303	0.529445215
214337	214304	0.589210098
214337	214305	0.556567464
214337	214306	0.556699033
214337	214333	0.636619466
214337	214343	0.643045503
214337	214364	0.565448593
214337	214377	0.639308002
214337	214396	0.608275207
214337	214407	0.637915713
214337	214415	0.627251878
214337	214417	0.511986333
214337	214444	0.60784086
214337	214556	0.588242033
214337	214609	0.617915102
214337	214611	0.622702292
214337	214647	0.590421286
214337	214701	0.55065525
214337	214712	0.841007812
214337	214733	0.624644836
214337	214777	0.535954065
214337	214834	0.600432176
214337	214841	0.60796486
214337	214868	0.652347821
214337	214914	0.622853429
214337	214950	0.658670999
214337	215008	0.641399394
214337	215014	0.627262741
214349	214747	0.578566628
214343	214082	0.606596117
214343	214094	0.855115483
214343	214099	0.860397242
214343	214110	0.613358558
214343	214112	0.827198561
214343	214123	0.879969802
214343	214141	0.569337642
214343	214167	0.561760962
214343	214172	0.508594482
214343	214193	0.580002585
214343	214198	0.802834093
214343	214263	0.628940859
214343	214301	0.689198133
214343	214303	0.662809738
214343	214304	0.740400167
214343	214305	0.698803441
214343	214306	0.698793688
214343	214333	0.788951287
214343	214337	0.643045503
214343	214364	0.71401824
214343	214377	0.831572019
214343	214396	0.798496748
214343	214407	0.804939613
214343	214415	0.821446227
214343	214417	0.650254856
214343	214444	0.786440563
214343	214533	0.514254268
214343	214556	0.789053011
214343	214586	0.54134375
214343	214609	0.77128212
214343	214611	0.812184725
214343	214613	0.582289172
214343	214647	0.822037717
214343	214679	0.557008674
214343	214680	0.592881142
214343	214701	0.694689307
214343	214712	0.633622409
214343	214733	0.81352549
214343	214777	0.626904843
214343	214834	0.768916628
214343	214841	0.761060263
214343	214868	0.785228957
214343	214914	0.801812531
214343	214950	0.849068368
214343	214961	0.564314085
214343	214965	0.529618329
214343	214981	0.597186564
214343	215008	0.852475911
214343	215014	0.803821675
214343	215037	0.536908502
214364	214082	0.536300825
214364	214094	0.743572472
214364	214099	0.730596508
214364	214110	0.601810928
214364	214112	0.73269566
214364	214123	0.718039917
214364	214141	0.529028364
214364	214167	0.574595634
214364	214193	0.553818234
214364	214198	0.727296549
214364	214263	0.581419927
214364	214301	0.856971662
214364	214303	0.83350228
214364	214304	0.87218365
214364	214305	0.856689391
214364	214306	0.856677435
214364	214333	0.704350171
214364	214337	0.565448593
214364	214343	0.71401824
214364	214377	0.737814642
214364	214396	0.728420149
214364	214407	0.715263567
214364	214415	0.727227778
214364	214417	0.580957072
214364	214444	0.721624817
214364	214556	0.813477063
214364	214586	0.553912701
214364	214609	0.69248952
214364	214611	0.7579647
214364	214613	0.598125531
214364	214647	0.635577904
214364	214679	0.516121231
214364	214680	0.54456624
214364	214701	0.847767424
214364	214712	0.54994848
214364	214733	0.720669549
214364	214777	0.580693604
214364	214834	0.713902456
214364	214841	0.72122179
214364	214868	0.708464742
214364	214914	0.740013035
214364	214950	0.735600793
214364	214961	0.503921881
214364	214981	0.60858078
214364	215008	0.737239343
214364	215014	0.730940094
214377	214082	0.594312207
214377	214094	0.872449638
214377	214099	0.905274419
214377	214110	0.61703053
214377	214112	0.897479976
214377	214123	0.856532171
214377	214141	0.572825235
214377	214167	0.583081855
214377	214193	0.606829896
214377	214198	0.86683198
214377	214263	0.625725487
214377	214301	0.717343122
214377	214303	0.690867156
214377	214304	0.786237189
214377	214305	0.729709125
214377	214306	0.729698941
214377	214333	0.856059805
214377	214337	0.639308002
214377	214343	0.831572019
214377	214364	0.737814642
214377	214396	0.87215106
214377	214407	0.89471967
214377	214415	0.875455356
214377	214417	0.729894463
214377	214444	0.856319286
214377	214462	0.524223353
214377	214533	0.515178284
214377	214556	0.844818115
214377	214586	0.562520724
214377	214609	0.820989127
214377	214611	0.889890307
214377	214613	0.603240544
214377	214636	0.513431717
214377	214647	0.799569974
214377	214679	0.56719691
214377	214680	0.59085312
214377	214701	0.719941118
214377	214712	0.621087086
214377	214733	0.868425233
214377	214777	0.741419757
214377	214834	0.842414458
214377	214841	0.851675277
214377	214868	0.860141964
214377	214914	0.867136634
214377	214950	0.930389214
214377	214961	0.563165359
214377	214965	0.567153093
214377	214981	0.612856252
214377	215008	0.891829511
214377	215014	0.925059006
214377	215037	0.542714215
214388	214393	0.55786578
214393	214388	0.55786578
214395	214483	0.539697488
214396	214082	0.55319422
214396	214094	0.836166176
214396	214099	0.873259859
214396	214110	0.579605884
214396	214112	0.824226106
214396	214123	0.829836795
214396	214141	0.560104062
214396	214167	0.546481546
214396	214193	0.557438046
214396	214198	0.852807381
214396	214263	0.685318197
214396	214301	0.676200153
214396	214303	0.644999249
214396	214304	0.741468761
214396	214305	0.684860978
214396	214306	0.684851419
214396	214333	0.823786594
214396	214337	0.608275207
214396	214343	0.798496748
214396	214364	0.728420149
214396	214377	0.87215106
214396	214407	0.868948276
214396	214415	0.842065472
214396	214417	0.751403612
214396	214444	0.815954165
214396	214462	0.568665755
214396	214556	0.794284909
214396	214586	0.531693233
214396	214609	0.821681526
214396	214611	0.833107737
214396	214613	0.571988902
214396	214647	0.747723819
214396	214679	0.543733138
214396	214680	0.559163011
214396	214701	0.682631047
214396	214712	0.580927161
214396	214733	0.841772294
214396	214777	0.665996614
214396	214834	0.857465948
214396	214841	0.85263623
214396	214868	0.839023058
214396	214914	0.854379087
214396	214950	0.872890916
214396	214961	0.543532215
214396	214965	0.563930312
214396	214981	0.578319357
214396	215008	0.86100061
214396	215014	0.877303978
214396	215037	0.522770333
214407	214082	0.582314138
214407	214094	0.843442885
214407	214099	0.865976514
214407	214110	0.59293111
214407	214112	0.844677592
214407	214123	0.845654274
214407	214141	0.562044586
214407	214167	0.558157561
214407	214193	0.561382919
214407	214198	0.834032709
214407	214263	0.57640129
214407	214301	0.687518022
214407	214303	0.654527573
214407	214304	0.754863748
214407	214305	0.696858524
214407	214306	0.696848798
214407	214333	0.843460973
214407	214337	0.637915713
214407	214343	0.804939613
214407	214364	0.715263567
214407	214377	0.89471967
214407	214396	0.868948276
214407	214415	0.827999642
214407	214417	0.719801356
214407	214444	0.83834692
214407	214533	0.506141649
214407	214556	0.831214315
214407	214586	0.534821789
214407	214609	0.818382559
214407	214611	0.847717081
214407	214613	0.579778409
214407	214647	0.747527759
214407	214679	0.56176706
214407	214680	0.582511478
214407	214701	0.69444385
214407	214712	0.613856844
214407	214733	0.817538949
214407	214777	0.720713577
214407	214834	0.812888804
214407	214841	0.828917537
214407	214868	0.823303631
214407	214914	0.836329175
214407	214950	0.871323992
214407	214961	0.55622072
214407	214965	0.559217514
214407	214981	0.590239988
214407	215008	0.863570481
214407	215014	0.897834123
214407	215037	0.540219676
214415	214082	0.57787694
214415	214094	0.859407807
