bug_id,bug_severity,bug_status,component,creation_ts,delta_ts,description,dup_id,priority,product,resolution,short_desc,version
214144,normal,RESOLVED,User Assistance,2008-01-02 14:39:00 -0500,2008-01-08 19:19:26 -0500,"Build ID: M20071023-1652

Steps To Reproduce:
1. Start Eclipse
2. Open Internal Web Browser view
3. Type in a URL (e.g. http://www.google.com/) and click the
   ""Go to the selected URL"" button
4. Type in another URL (e.g. http://www.yahoo.com/) and
   click the ""Go to the selected URL"" button
5. Open the drop-down list on the location (address) bar.

  ==> The list opens, but it automatically closes and refresh
      the current page (= the page loaded on the step 4) 

More information:
This problem can be easily recreated, but NOT in 100%.  Sometimes,
it works as expected, i.e. the drop-down list stays open and I
could select a URL from the list. 

I asked this on the eclipse.platform.swt newsgroup and was suggested to log a defect.",[],P3,Platform,NDUPLICATE,Internal Web browswer location bar closes unexpectedly,3.3.1
214146,normal,RESOLVED,cdt-core,2008-01-02 14:55:00 -0500,2008-02-04 11:17:29 -0500,"CDT HEAD:
Create a project with three files:

test.h
------
class A {};

test.cc
-------
#include ""test.h""
A a;  // Problem on A

unrelated.cc
------------
typedef int A;

The problem goes away if the typedef in unrelated.cc is removed.",[],P3,CDT,FIXED,Typedef in a .cc file affects other .cc files,5.0
214145,enhancement,CLOSED,Cosmos,2008-01-02 14:51:00 -0500,2012-01-03 13:46:55 -0500,"A generic graph response view is needed.  This view will be used as a default view  of the COSMOS UI.  This view should be able to render the contents of any graph response in a generic way.  There should be extension points to customize the specific contents of the graph response.  

A table is a likely generic view since users at a glance can determine the number of records in the graph response.  A table can scale the cmdbf query response better than a tree since the graph response will most likely be root level heavy (i.e. the tree will contain a large number of root notes rather than many leaf nodes).  

A tool bar should be provided that provides filtering and searching capability. Searching capability may be complicated.  Filtering capability can be the definition of a cmdbf query.

Investigation is needed to flatten the cdmbf query response schema to a table view.  One idea is to have a details view that shows the xml fragment or a customized view.",[],P2,z_Archived,FIXED,Generic CMDBf Graph Response View,unspecified
214147,critical,RESOLVED,Releng,2008-01-02 15:01:00 -0500,2008-01-02 15:38:40 -0500,"We are running into an issue where one of the patches for 3.3.1.1 is 
not consistently available on mirrors.  In particular, the software is 
referenced from a feature that is available from the various mirrors, 
but the bundle itself is only present on a couple mirrors.  This 
software is returning access denied (403) on the primary 
update.eclipse.org update site.


Error message from our software trying to download patch:

Update site at http://update.eclipse.org/updates/3.3/site.xml
Primary feature org.eclipse.rcp.patch1 version 3.3.1.1_v20071204_3311 
Source URL is 
http://update.eclipse.org/updates/3.3/features/org.eclipse.rcp.patch1_
3.3.1.1_v20071204_3311.jar Included plugin com.ibm.icu36.data.update 
version 3.6.1.v20071204_2007j Potential URL is 
http://update.eclipse.org/updates/3.3/plugins/com.ibm.icu36.data.updat
e_3.6.1.v20071204_2007j.jar
Processing failure caused by:
java.io.IOException: HTTP status code 403 / Forbidden",[],P3,Platform,FIXED,HTTP 403 error when attempting to download a jar for 3.3.1.1,3.3.1
214149,enhancement,VERIFIED,UI,2008-01-02 15:05:00 -0500,2008-02-05 15:47:32 -0500,"The era of 3.0 plug-ins will come to in an end in 3.4

It's a bit of a burden on PDE to support these cases and the functionality should be removed. It would simplify a lot of the logic around plug-in creation and manifest validation.",[],P3,PDE,FIXED,Remove the ability to create 3.0 plug-ins,3.4
214148,enhancement,VERIFIED,UI,2008-01-02 15:03:00 -0500,2008-02-05 14:50:17 -0500,"Since the dawn of jarred plug-ins, setting the bundle classpath never happens in the wizard. This shouldn't be presented to users as it will just confuse them. For advanced users, they can simply use the manifest editor to make changes to the bundle classpath.",[],P3,PDE,FIXED,Remove the Classpath: setting,3.4
214150,normal,RESOLVED,SWT,2008-01-02 15:39:00 -0500,2008-01-09 03:59:50 -0500,"I am running windows xp x64, 64bit. (Recently upgraded from a long time using regular 32bit windows) I'm using a standard 3.1 release of Eclipse SDK, which is 32bit I believe. I used this same version in 32bit windows, and transferred over when I upgraded. And, for the most part, functions properly.

The problem is, I'll have 5-10 files open, and minimize the whole eclipse application. When I bring it back up, the scroll bars are gone, but only the last document I was looking at. They appear for all other 4-9 files, but not the one that was being displayed last. I can close the file and reopen, and the scroll bars re-appear. 

It is not file or language specific, as I tested the java, html, php(phpeclipse) plug-ins.",[],P3,Platform,NDUPLICATE,"WinXP 64bit, Scrollbars disappear when minimized",3.1
214154,normal,CLOSED,OHF,2008-01-02 16:12:00 -0500,2012-01-05 13:31:10 -0500,"When querying on Patient ID with valid combinations of Namespace ID, Universal ID & Universal ID Type specified, criteria are inserted for all three even though some of them may be blank.
Patch attached.",[],P3,z_Archived,FIXED,PDQ Consumer generates extra query fields when Namespace ID specified,unspecified
214140,critical,CLOSED,Updater,2008-01-02 13:40:00 -0500,2008-10-02 10:14:54 -0400,"To recreate:
1. Get the PDT all-in-one win32 zip v20070917 from the download site.  
2. Scan PDT Updates site for new features and you will find 1.0.1v20071210 features.
3. Install all listed features and restart Eclipse.
4. I have problems running an extension that requires a class from the org.eclipse.php.debug.core plug-in.  so I check the Help>About Eclipse Platform>Configuration Details and it shows two versions of each of the PDT plugins with the earlier version in ""installed"" state and the recent version from the update in ""starting"" state.  It should never show two versions of the same plug-in but also the plugin never seems to start correctly.  Also If you click the Help>Software Updates>Manage Configuration there will be an error icon on the PDT SDK feature.  See attachments for more details.",[],P1,PDT,INVALID,Latest features from update site do not install correctly,1.0.1
214153,enhancement,CLOSED,Cosmos,2008-01-02 15:57:00 -0500,2012-01-03 13:54:27 -0500,"The COSMOS UI should provide the ability to create custom filter user interfaces.    These interfaces can be in the form of a dialog box or wizard.  

A strategy is needed to determine how exploiters can contribute their own customized filter user interfaces to the COSMOS ui.  Note that these filter user interfaces can be initiated by selecting a menu item, selecting a node, etc.

These customized user interfaces will be dojo widgets that are binded using query objects.  

The above points describe the user interface customization.  The last part of this feature involves customizing the CMDBf query.  

It should be possible to create ""CMDBf query templates"" that uses some form of macro language to define input parameters for the query.  For example, consider the following CDMBf query:

<registerResponse xmlns=""http://cmdbf.org/schema/1-0-0/datamodel"">
	<instanceResponse>
		<instanceId>
			<mdrId>http://testSystem.com/DiscoveryMdr</mdrId>
			<localId>http://my.computer</localId>
		</instanceId>
		<accepted>
		</accepted>
	</instanceResponse>
</registerResponse>

Note that the above CDMBf query has a hard coded localId set to ""http://mycomputer"".  If we use some form of macro language we can create a more dynamic query as follows:

<registerResponse xmlns=""http://cmdbf.org/schema/1-0-0/datamodel"">
	<instanceResponse>
		<instanceId>
			<mdrId>http://testSystem.com/DiscoveryMdr</mdrId>
			<localId>$localId</localId>
		</instanceId>
		<accepted>
		</accepted>
	</instanceResponse>
</registerResponse>

The above query defines a $localId input parameter that a user interface can bind to.  

The value of the $localId parameter can be provided by the user interface via a data feed.  The following url can be used to execute the data feed:

http://localhost:8080/COSMOSUI/json?service=org.eclipse.comos.dr.service.handler.query&template=mytemplate&localId=http://my.computer

note that the template variable signifies the query template file that is defined above.

Some investigation is needed to determine the query file registration service.  Also note that a macro language is required for this feature.  

Design note:  Should cosmos make use of an opensource macro language processor or make up its own.   Apache has a template engine called ""Velocity"" http://velocity.apache.org/engine/index.html that can be used.  However ip approval is required.  If this is an issue we can add extension points to ""plug-in"" a template engine and by default COSMOS can provide a simple template engine that defines simple parameter substitution.",[],P2,z_Archived,FIXED,Data Visualization Customization - Customized CMDBf Query Builder,unspecified
214152,normal,RESOLVED,cdt-debug-cdi,2008-01-02 15:50:00 -0500,2009-01-09 14:06:07 -0500,"Created attachment 86021
more specific message.

Build ID: 4.0.2

Steps To Reproduce:
Basic step is to create a launch configuration and change the  ""Project"" field to a project that doesn't exist. Hit debug and get message:

""Project does not exist""

In the simple case such as this it makes sense. But one of our users was opening/closing/creating multiple projects and changing launch configurations and then got this message when trying to debug. It offered little help on where to fix the setting and left the user confused.  

More information:
An attached patch suggests to change the message with a tip on where the solution to the problem lies.

Project {0} does not exist. Please check that your launch configuration specifies a valid project in your workspace.",[],P3,CDT,FIXED,Clarification of launch configuration error when project reference doesn't exist,4.0.2
214138,normal,RESOLVED,Releng,2008-01-02 13:03:00 -0500,2008-01-03 13:41:43 -0500,"Build ID: 3.3

Steps To Reproduce:
In Dec 2007, a tzdata patch 2007i was released for Eclipse 3.3.1 - https://bugs.eclipse.org/bugs/show_bug.cgi?id=211817

On Dec 31, 2007, the new tzdata version 2007k was published and it includes an urgent update for Argentina time zones.  The new icu data update patch should be created and distributed though the Eclipse software update site.

More information:",[],P3,Platform,FIXED,ICU4J time zone data patch for 2007k,3.3.1
214155,normal,RESOLVED,bundles,2008-01-02 16:14:00 -0500,2008-01-08 15:08:55 -0500,"HttpClient 3.1 was release on 2007-08-22:

 http://hc.apache.org/httpclient-3.x/

That version was approved for Mylyn (https://dev.eclipse.org/ipzilla/show_bug.cgi?id=1765). It would be great if the Orbit bundle could be updated as well to allow the Mylyn project to consume it from Orbit.",[],P3,Orbit,FIXED,Upgrade HttpClient bundle to 3.1,unspecified
214157,normal,RESOLVED,bundles,2008-01-02 16:24:00 -0500,2008-02-13 16:53:28 -0500,"The ROME library provides a set of tools for parsing, generating and publishing RSS and Atom feeds:

 https://rome.dev.java.net/
 
Version 0.8 has been approved for the Mylyn project. It would be great if there was an Orbit bundle for it.",[],P3,Orbit,FIXED,Add bundle for rome,unspecified
214156,enhancement,RESOLVED,UI,2008-01-02 16:20:00 -0500,2008-01-02 22:39:50 -0500,This is an enhancement for part of the work in bug 209432,[],P3,PDE,FIXED,Quickfix to remove Bundle-Activator if there's no lazy start,3.4
214161,normal,CLOSED,Connectivity,2008-01-02 16:45:00 -0500,2008-07-01 17:42:06 -0400,"The Generate DDL wizard uses ""script.sql"" as the default file name but saves it as ""script.sql.ddl"".  The file should be saved as ""script.sql"".",[],P3,Data Tools,FIXED,Generate DDL uses one file extension as default but then saves with another file extension,1.6
214159,enhancement,RESOLVED,Core,2008-01-02 16:32:00 -0500,2008-03-02 18:16:01 -0500,The libraries that are currently distributed in the web core plug-in these should be consumed as Orbit bundles instead. This will require changes to the build process and developers need to check out the corresponding bundles into their workspace.,[],P2,Mylyn,FIXED,consume library dependencies from Orbit,unspecified
214160,major,RESOLVED,SWT,2008-01-02 16:38:00 -0500,2008-01-14 11:47:46 -0500,"Created attachment 86027
snippet to reproduce

There seems to be an issue drawing transparent images when advanced graphics is turned on.  The problem only seems to happen when using ImageDescriptor.createImage() is used and the transparency pixel is set.

Attached is a snippet and icon to reproduce.  The issue can be reproduced with other icons as well.  If you comment out the line gc.setAdvanced(true) you will see that both icons appear.

This is a regression.  Icons were displaying fine on diagrams for us until we adopted a new Eclipse version 1 - 4 months ago.",[],P3,Platform,FIXED,Issues with transparent images when advanced graphics is on,3.4
214163,normal,RESOLVED,UI,2008-01-02 16:59:00 -0500,2008-01-02 22:29:34 -0500,"I'm running 3.4M4 on gtk and I can't dismiss or click OK or anything on the dialogue that comes up when I hit ""Valide Plug-Ins"".",[],P3,PDE,NDUPLICATE,plugin validation dialogue insensitive,3.4
214165,normal,RESOLVED,General,2008-01-02 17:20:00 -0500,2010-03-03 11:14:46 -0500,"The following code gives the error:

Description	Resource	Path	Location	Type13The function printDocTypes() is undefined for the type Function	ConfigError.js	TestJS	line 6	JavaScript Problem13

-------------

function Config() {}
Config.printDocTypes = function() { throw new (""doctype 1.""); };
Config.prototype.toString = function () { return """"; };

function main() {
    Config.printDocTypes();
}",[],P3,JSDT,FIXED,Simple static methods of a prototype display as an error when used.,unspecified
214164,normal,RESOLVED,CVS,2008-01-02 17:04:00 -0500,2008-01-03 10:19:16 -0500,This is required for Bug 202160. Please create a new CVS project called org.eclipse.help-feature,[],P3,Community,FIXED,Create a new feature project org.eclipse.help-feature,unspecified
214167,normal,RESOLVED,General,2008-01-02 17:30:00 -0500,2010-03-03 11:16:53 -0500,"The following code yields some null pointers in the validator:

function main() {
    try {
        int a = 5;
    } catch (e) {
     // Nothing   
    }
}

It's quite easy to fix all of these null pointers--it appears as though a statement is always expected--but this does not have to be the case in the grammar of the language.

The first error message is as follows: 

Description	Resource	Path	Location	Type13Internal compiler error
java.lang.NullPointerException
	at org.eclipse.wst.jsdt.internal.compiler.flow.ExceptionHandlingFlowContext.<init>(ExceptionHandlingFlowContext.java:57)
	at org.eclipse.wst.jsdt.internal.compiler.ast.TryStatement.analyseCode(TryStatement.java:101)
	at org.eclipse.wst.jsdt.internal.compiler.ast.MethodDeclaration.analyseCode(MethodDeclaration.java:90)
	at org.eclipse.wst.jsdt.internal.compiler.ast.AbstractMethodDeclaration.analyseCode(AbstractMethodDeclaration.java:103)
	at org.eclipse.wst.jsdt.internal.compiler.ast.CompilationUnitDeclaration.analyseCode(CompilationUnitDeclaration.java:157)
	at org.eclipse.wst.jsdt.internal.compiler.Compiler.process(Compiler.java:682)
	at org.eclipse.wst.jsdt.internal.compiler.Compiler.compile(Compiler.java:446)
	at org.eclipse.wst.jsdt.internal.core.builder.AbstractImageBuilder.compile(AbstractImageBuilder.java:388)
	at org.eclipse.wst.jsdt.internal.core.builder.BatchImageBuilder.compile(BatchImageBuilder.java:178)
	at org.eclipse.wst.jsdt.internal.core.builder.AbstractImageBuilder.compile(AbstractImageBuilder.java:325)
	at org.eclipse.wst.jsdt.internal.core.builder.BatchImageBuilder.build(BatchImageBuilder.java:64)
	at org.eclipse.wst.jsdt.internal.core.builder.JavaBuilder.buildAll(JavaBuilder.java:291)
	at org.eclipse.wst.jsdt.internal.core.builder.JavaBuilder.build(JavaBuilder.java:199)
	at org.eclipse.core.internal.events.BuildManager$2.run(BuildManager.java:629)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:37)
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:166)
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:197)
	at org.eclipse.core.internal.events.BuildManager$1.run(BuildManager.java:249)
	at org.eclipse.core.runtime.SafeRunner.run(SafeRunner.java:37)
	at org.eclipse.core.internal.events.BuildManager.basicBuild(BuildManager.java:252)
	at org.eclipse.core.internal.events.BuildManager.basicBuildLoop(BuildManager.java:305)
	at org.eclipse.core.internal.events.BuildManager.build(BuildManager.java:337)
	at org.eclipse.core.internal.events.AutoBuildJob.doBuild(AutoBuildJob.java:137)
	at org.eclipse.core.internal.events.AutoBuildJob.run(AutoBuildJob.java:235)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:55)
	Debug.js	DebugJS	line 0	JavaScript Problem13",[],P3,JSDT,FIXED,Empty catch yeilds internal compiler error,unspecified
214169,normal,CLOSED,Remote Tools,2008-01-02 17:40:00 -0500,2011-01-31 07:51:24 -0500,"The removeTrailingSlash() method in org.eclipse.ptp.remotetools.internal.ssh.FileTools does not work for the root path (""/""). Removing the trailing slash from ""/"" should result in the same path, not in an empty path as happens currently. I suggest explicitly testing for this case:

		if (!path.equals(""/"") && path.endsWith(""/"")) { //$NON-NLS-1$ //$NON-NLS-2
			return path.substring(0, path.length() - 1);
		} else {
			return path;
		}

Comments?",[],P3,PTP,FIXED,"removeTrailingSlash() fails for ""/""",2.0
214168,normal,RESOLVED,General,2008-01-02 17:36:00 -0500,2010-03-03 11:19:01 -0500,"I hit upon a null pointer within the following code--not sure if this is the appropriate fix. I don't currently have a test case for this problem.

Fix NPE:

### Eclipse Workspace Patch 1.0
#P org.eclipse.wst.jsdt.core
Index: src/org/eclipse/wst/jsdt/internal/compiler/ast/BinaryExpression.java
===================================================================
RCS file: /cvsroot/webtools/sourceediting/plugins/org.eclipse.wst.jsdt.core/src/org/eclipse/wst/jsdt/internal/compiler/ast/BinaryExpression.java,v
retrieving revision 1.8
diff -u -r1.8 BinaryExpression.java
--- src/org/eclipse/wst/jsdt/internal/compiler/ast/BinaryExpression.java	25 Oct 2007 00:09:13 -0000	1.8
+++ src/org/eclipse/wst/jsdt/internal/compiler/ast/BinaryExpression.java	2 Jan 2008 22:34:33 -0000
@@ -58,7 +58,8 @@
 public FlowInfo analyseCode(BlockScope currentScope, FlowContext flowContext,
 		FlowInfo flowInfo) {
 	// keep implementation in sync with CombinedBinaryExpression#analyseCode
-	if (this.resolvedType.id == TypeIds.T_JavaLangString) {
+	if (this.resolvedType != null && 
+			this.resolvedType.id == TypeIds.T_JavaLangString) {
 		return this.right.analyseCode(
 							currentScope, flowContext,
 							this.left.analyseCode(currentScope, flowContext, flowInfo).unconditionalInits())",[],P3,JSDT,WORKSFORME,Null Pointer in BinaryExpression,unspecified
214170,normal,RESOLVED,bundles,2008-01-02 17:47:00 -0500,2008-02-13 14:21:09 -0500,The latest version of the commons lang library has important fixes that we need for Mylyn.,[],P3,Orbit,FIXED,Update org.apache.commons.lang to 2.3,unspecified
214171,normal,RESOLVED,General,2008-01-02 17:48:00 -0500,2010-03-03 11:15:07 -0500,"I got an class cast exception that I was able to fix by applying the following patch. Not sure if this is the right way to fix this one.

### Eclipse Workspace Patch 1.0
#P org.eclipse.wst.jsdt.core
Index: src/org/eclipse/wst/jsdt/internal/compiler/lookup/BlockScope.java
===================================================================
RCS file: /cvsroot/webtools/sourceediting/plugins/org.eclipse.wst.jsdt.core/src/org/eclipse/wst/jsdt/internal/compiler/lookup/BlockScope.java,v
retrieving revision 1.9
diff -u -r1.9 BlockScope.java
--- src/org/eclipse/wst/jsdt/internal/compiler/lookup/BlockScope.java	29 Oct 2007 16:50:40 -0000	1.9
+++ src/org/eclipse/wst/jsdt/internal/compiler/lookup/BlockScope.java	2 Jan 2008 22:47:02 -0000
@@ -305,7 +305,8 @@
 	if (outerVariableScope == null)
 		return; // no need to further emulate as already inserted (val$this$0)
 	MethodScope currentMethodScope = this.methodScope();
-	if (outerVariableScope.methodScope() != currentMethodScope) {
+	if (outerVariableScope.methodScope() != currentMethodScope &&
+			this.enclosingSourceType() instanceof NestedTypeBinding) {
 		NestedTypeBinding currentType = (NestedTypeBinding) this.enclosingSourceType();
 
 		//do nothing for member types, pre emulation was performed already",[],P3,JSDT,FIXED,Class cast exception,unspecified
214172,minor,CLOSED,examples,2008-01-02 18:00:00 -0500,2009-03-05 17:24:30 -0500,"Build ID: 3.3

Steps To Reproduce:
1.Start AccProbe and firefox3
2.Choose firefox in explorerView and check Options->tracking->caret position
3.As the caret position changes as we type in any text field on firefox3,the Explorer View updates with the object containing the caret and in the properties view, accessibleText field (for IA2 objects)  is selected and expanded. The following exceptions are seen once in a while in the logs, although it doesn't really seem to effect Caret tracking functionality.
RunTimeException
NoSuchElementException



More information:
!ENTRY org.eclipse.jface 2 0 2008-01-02 11:47:32.906
!MESSAGE Ignored reentrant call while viewer is busy. This is only logged once per viewer instance, but similar calls will still be ignored.
!STACK 0
java.lang.RuntimeException
	at org.eclipse.jface.viewers.ColumnViewer.isBusy(ColumnViewer.java:79)
	at org.eclipse.jface.viewers.AbstractTreeViewer.setExpandedState(AbstractTreeViewer.java:2358)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView.expandProperty(ExplorerView.java:515)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView.processCaretTrackingEvent(ExplorerView.java:487)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView$4.handleEvent(ExplorerView.java:409)
	at org.eclipse.actf.accservice.core.win32.msaa.MsaaAccessibilityEventService.fireAccessibilityModelEvent(MsaaAccessibilityEventService.java:261)
	at org.eclipse.actf.accservice.core.win32.ia2.IA2AccessibilityEventService.winEventCallback(IA2AccessibilityEventService.java:106)
	at org.eclipse.actf.accservice.core.win32.ia2.IA2Accessible.internalIsIA2Accessible(Native Method)
	at org.eclipse.actf.accservice.core.win32.ia2.IA2Accessible.isIA2Accessible(IA2Accessible.java:409)
	at org.eclipse.actf.examples.accprobe.views.EventMonitorView.findModel(EventMonitorView.java:302)
	at org.eclipse.actf.examples.accprobe.views.EventMonitorView.removeEventListener(EventMonitorView.java:532)
	at org.eclipse.actf.examples.accprobe.providers.EventTableContentProvider.inputChanged(EventTableContentProvider.java:41)
	at org.eclipse.jface.viewers.ContentViewer.setInput(ContentViewer.java:247)
	at org.eclipse.jface.viewers.StructuredViewer.setInput(StructuredViewer.java:1606)
	at org.eclipse.actf.examples.accprobe.views.EventMonitorView.setInput(EventMonitorView.java:284)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView$7.run(ExplorerView.java:368)




java.util.NoSuchElementException
	at java.util.LinkedList.remove(LinkedList.java:659)
	at java.util.LinkedList.removeFirst(LinkedList.java:149)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView$5.run(ExplorerView.java:159)
	at org.eclipse.swt.widgets.Synchronizer.syncExec(Synchronizer.java:152)
	at org.eclipse.ui.internal.UISynchronizer.syncExec(UISynchronizer.java:118)
	at org.eclipse.swt.widgets.Display.syncExec(Display.java:4097)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView.selectNextNode(ExplorerView.java:153)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView.showNode(ExplorerView.java:418)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView.processCaretTrackingEvent(ExplorerView.java:485)
	at org.eclipse.actf.examples.accprobe.views.ExplorerView$4.handleEvent(ExplorerView.java:409)
	at org.eclipse.actf.accservice.core.win32.msaa.MsaaAccessibilityEventService.fireAccessibilityModelEvent(MsaaAccessibilityEventService.java:261)
	at org.eclipse.actf.accservice.core.win32.ia2.IA2AccessibilityEventService.winEventCallback(IA2AccessibilityEventService.java:106)
	at org.eclipse.swt.internal.win32.OS.PeekMessageW(Native Method)",[],P4,ACTF,FIXED,Exceptions with Accprobe Caret tracking,unspecified
214173,normal,CLOSED,Project Management & Portal,2008-01-02 18:59:00 -0500,2008-01-03 13:49:32 -0500,"It would be helpful to have a Portal process to deactivate committers. I'm not sure of everything that needs to happen when a committer is deactivated, but I would think most if not all of it could be automated.

Here's at least a partial list:

1. Foundation db is updated to deactivate person as committer.
2. Committer's account is deactivated.
3. Name and company of deactivated committer is added to dashboard database text file.
4. Etc.

A similar process could be implemented for suspended committers. After a certain period of time, perhaps a suspended committer would become a deactivated committer.",[],P3,Community,NDUPLICATE,"Need ""unelection"" process in the Portal",unspecified
214174,normal,CLOSED,Data,2008-01-02 19:55:00 -0500,2008-08-21 21:59:17 -0400,"Description:
First time to create a sampldDB datasource will take more than 10 seconds

Build number: 
2.3.0.v20080102-1531

Steps to reproduce:
1, Download a all in one build
2, Open the BIRT and new a report
3, Create a sampleDB datasource

The first time will take more than 10 seconds, and the eclipse is hung on. I think it is very slow, but the second time is very fast.",[],P3,BIRT,WORKSFORME,First time to create a sampldDB datasource will take more than 10 seconds,2.3.0
214176,enhancement,RESOLVED,IDE,2008-01-02 20:15:00 -0500,2009-10-01 09:36:04 -0400,"e.g:
What I would like to do is to scope my TODO list (Tasks view) to all the files that where changed and not committed (visible via my Perforce [code repository] plugin ""P4 Pending Changelist"") or to my repository view (P4 Depots). It would be nice if it will also consider current highlight file selection.",[],P3,Platform,WORKSFORME,"Scope by ""on selected element and its children"" should consider other views than Java or Resource",3.4
214175,normal,CLOSED,jst.server,2008-01-02 20:09:00 -0500,2008-06-03 10:10:00 -0400,"Build ID: M20071023-1652

Steps To Reproduce:
1.Add tomcat 6 as server to eclipse 3.3 running on JDK 6.0
2.Put endorsed jar (jaxb-api.jar, for ex.) in ${catalina-home}/endorsed (works outside eclipse)
3.tomcat 6 fails to find it because it is launched with -Djava.endorsed.dir=${catalina.home}/common/endorsed, the older place for it. 
4. Workaround: copy files to common/endorsed, duplicating them.
5. Note: can't seem to change the launch command args--edit gets reverted.


More information:
Endorsed jars are needed to get the JAX-WS 2.1.3 samples to work with JDK 6.0.",[],P3,WTP ServerTools,FIXED,tomcat 6 java.endorsed.dir in launch is wrong,2.0
214177,normal,RESOLVED,Process,2008-01-02 20:25:00 -0500,2008-03-11 10:13:40 -0400,"The current graduation review process 
        http://www.eclipse.org/projects/dev_process/graduation-review.php 
is oriented very much towards graduating whole projects that were started from nothing and had to develop both code and a community.  As we now have many incubators associated with mature projects, we are starting to see the need for graduating components and even smaller grained elements of incubators.  Much of this work is being done by committers on the related mature project and the community working in the incubator is largely the same as that of the mature project.  Having said that, the graduation review process is still interesting for (at least) the following reasons 
- wider community notification 
- ensure all IP issues are resolved (no outstanding parallel IP isuses) 
- establishing what happens to the committers working on the incubator when the code is moved 

We would appreciate your guidance on how best to address these in the upcoming graduation review requests for a series of things from the Eclipse Project Incubator. 

Note also that we may well have a number of these cases as the code in the incubator matures.  Your guidance on the frequency and granularity of these reviews would also be appreciated.",[],P3,Community,FIXED,graduation reviews for components and other bits,unspecified
214178,major,CLOSED,Chart,2008-01-02 20:46:00 -0500,2009-07-23 06:59:47 -0400,"Created attachment 86044
report design

Description:
NPE throws out when preview a crosstab with a unbinding table[1102]

Build number: 
2.3.0.v20080102-0800

Steps to reproduce:
1, Open the attached report design
2, Preivew

Expected result:
No NPE occurs to block the preview

Actual result:
NPE occurs to block the preview

Error log:
 org.eclipse.birt.report.service.api.ReportServiceException: Error happened while running the report; nested exception is: java.lang.NullPointerException 
Show Exception Stack Trace 
Hide Exception Stack Trace  
Stack Trace:
 
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder$QueryBuilderVisitor.handleListingBand(ReportQueryBuilder.java:1020)
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder$QueryBuilderVisitor.visitTableItem(ReportQueryBuilder.java:881)
org.eclipse.birt.report.engine.ir.TableItemDesign.accept(TableItemDesign.java:44)
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder.build(ReportQueryBuilder.java:256)
org.eclipse.birt.report.engine.extension.internal.QueryContext.createQuery(QueryContext.java:44)
org.eclipse.birt.report.item.crosstab.core.re.CrosstabReportItemQuery.processChildQuery(CrosstabReportItemQuery.java:215)
org.eclipse.birt.report.item.crosstab.core.re.CrosstabReportItemQuery.createReportQueries(CrosstabReportItemQuery.java:136)
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder$QueryBuilderVisitor.visitExtendedItem(ReportQueryBuilder.java:654)
org.eclipse.birt.report.engine.ir.ExtendedItemDesign.accept(ExtendedItemDesign.java:45)
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder.build(ReportQueryBuilder.java:256)
org.eclipse.birt.report.engine.data.dte.ReportQueryBuilder.build(ReportQueryBuilder.java:238)
org.eclipse.birt.report.engine.data.dte.AbstractDataEngine.prepare(AbstractDataEngine.java:158)
org.eclipse.birt.report.engine.executor.ReportExecutor.execute(ReportExecutor.java:101)
org.eclipse.birt.report.engine.internal.executor.wrap.WrappedReportExecutor.execute(WrappedReportExecutor.java:59)
org.eclipse.birt.report.engine.internal.executor.dup.SuppressDuplciateReportExecutor.execute(SuppressDuplciateReportExecutor.java:51)
org.eclipse.birt.report.engine.internal.executor.wrap.WrappedReportExecutor.execute(WrappedReportExecutor.java:59)
org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.doRun(RunAndRenderTask.java:136)
org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.run(RunAndRenderTask.java:66)",[],P3,BIRT,FIXED,NPE throws out when preview a crosstab with a unbinding table[1102],2.3.0
214180,normal,VERIFIED,Report Engine,2008-01-02 20:47:00 -0500,2010-03-25 02:22:53 -0400,"Description:
Render chart reportlet in table group will contain table caption
Build number:2.3.0.v20080103

Steps to reproduce:
1. Preview attached report in Web Viewer.
2. Append ""&__bookmark=USA&__isreportlet=true""behind the browser url, press enter.

Expected result:
Display Chart item as reportlet only, the chart reportlet has three data.

Actual result:
Display correct chart report containing three data but at the same time, table caption displays, too.
Table caption belongs to outer table item and it should not be generated as a part of chart reportlet.

Error log:n/a",[],P3,BIRT,FIXED,Render chart reportlet in table group will contain table caption[0601],2.3.0
