"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
582743,"App4mc","Cloud","app4mc-inbox","UNCONFIRMED"," ---","yash is good boy","2023-12-14 09:11:51"
582746,"App4mc","Help","app4mc-inbox","UNCONFIRMED"," ---","abcd","2023-12-14 10:38:13"
582747,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","llllaalalaala","2023-12-14 11:02:06"
582749,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","ghvbasrdysdyu","2023-12-14 11:09:11"
582750,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","website is old","2023-12-14 11:25:07"
582751,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","Bug found","2023-12-14 11:27:20"
582752,"App4mc","Model Migration","app4mc-inbox","UNCONFIRMED"," ---","lLlLlL","2023-12-14 11:42:25"
582753,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","test for bugs","2023-12-14 12:10:25"
582764,"App4mc","Cloud","app4mc-inbox","UNCONFIRMED"," ---","bug in cloud. version: 2.0.0","2023-12-15 00:42:07"
582765,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","general bug found - ama","2023-12-15 00:46:10"
582771,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","wetwve","2023-12-15 10:42:15"
582772,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","hello","2023-12-15 10:44:09"
582773,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","gveye","2023-12-15 11:34:07"
582774,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","please detect","2023-12-15 12:29:48"
582775,"App4mc","Model Migration","app4mc-inbox","UNCONFIRMED"," ---","please detect the bug","2023-12-15 12:38:23"
582776,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","this is a summery","2023-12-15 12:39:04"
582778,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","Gvv","2023-12-15 20:12:17"
582779,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","This is test","2023-12-15 20:12:29"
582780,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","This is test 2","2023-12-15 20:48:02"
582781,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","This is test 2","2023-12-15 20:50:22"
582784,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","qwqrt","2023-12-16 00:25:43"
582912,"App4mc","General","app4mc-inbox","UNCONFIRMED"," ---","Several ietem","2024-02-07 01:25:31"
476926,"andmore","General","d_a_carver","UNCONFIRMED"," ---","Visual Studio Emulator for Android integration","2015-09-08 19:57:58"
488276,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","NullPointerException in DefaultPositionUpdater.java:220","2016-02-23 04:36:07"
496919,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","ic_launcher.png missing from res/drawable-*","2016-10-24 08:52:08"
496966,"andmore","General","d_a_carver","UNCONFIRMED"," ---","NoClassDefFoundError for Dagger-2 generated class although the class is there in the correct path","2016-07-06 14:48:25"
497171,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","Can't create an Android Activity via Menu","2016-09-04 08:48:32"
497172,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","Graphical Layout says ""This version of the rendering library is more recent than your version of ADT plug-in. Please update ADT plug-in""","2016-08-22 13:42:56"
497443,"andmore","General","d_a_carver","UNCONFIRMED"," ---","Errors running builder 'Android Resource Manager' on project","2018-09-26 07:14:30"
498278,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","""No DEX File Found"" since ""MultiDex support for Android APK"" commit.","2016-07-28 15:33:24"
508630,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","Support for virtual folders","2016-12-02 22:20:08"
511720,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","unable to create android projects with new\android project","2017-02-05 12:41:10"
515562,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","Old 'ADT' project bug","2017-04-21 05:21:23"
532865,"andmore","General","d_a_carver","UNCONFIRMED"," ---","Project Set easier import in Eclipse","2018-03-25 07:26:04"
540411,"andmore","General","d_a_carver","UNCONFIRMED"," ---","Java 8 support","2018-10-23 17:07:10"
560756,"andmore","General","d_a_carver","UNCONFIRMED"," ---","I just can't get it to work for me","2020-03-03 21:21:49"
580032,"andmore","Core","d_a_carver","UNCONFIRMED"," ---","Android 13 and gradle tooling are not supported. I hope the plug-in can be valued and updated","2022-05-27 09:24:51"
291090,"AMP (ARCHIVED)","AMF","milesparker","NEW"," ---","Acore initial conversion and implementation","2009-10-02 16:41:19"
239120,"AspectJ","Compiler","AJDT-inbox","NEW"," ---","java.lang.ArrayIndexOutOfBoundsException","2010-03-19 19:21:57"
169014,"AspectJ","Runtime","aspectj-inbox","NEW"," ---","[ataspectj] DeclarePrecedence should allow declaring mutliple precedences","2013-06-24 11:07:42"
182846,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Provide enclosing method in WeaveInfo messages","2013-06-24 11:06:37"
231941,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","[plan] [ltw] NullPointerException at ResolvedMemberImpl.matches on ActiveMQ class.","2013-06-24 11:07:39"
233718,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[lang] Parameter annotation matching to select a subset of arguments","2020-09-21 05:57:56"
241861,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan] [annotations] cannot aspect inner class constructor w/ annotated params","2013-06-24 11:03:41"
243224,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan] [matching] Incorrect ambiguity error reported for complex pointcut","2013-06-24 11:01:49"
251019,"AspectJ","Runtime","aspectj-inbox","NEW"," ---","[plan] [memory] Possible resource leak in aspectj 1.6.1","2013-06-24 11:07:07"
259586,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[itds] [incremental] optimizing itd builds","2013-06-24 11:06:56"
262257,"AspectJ","Build","aspectj-inbox","NEW"," ---","[plan] [generics] Compiler fails to report name clash for generics violation via ITD","2013-06-24 11:08:18"
269554,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan][incremental] persistent incremental state objects","2013-06-24 11:05:41"
295819,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Changing constant value does not cause recompilation of code that uses it","2013-06-24 11:04:39"
312935,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Endless loop during AspectJ build","2013-06-24 11:03:29"
318516,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","unused private warnings in some situations...","2011-04-28 14:20:21"
325362,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","AspectJ 1.6.9 break integration with cobertura","2013-06-24 11:02:01"
325370,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan] ITD fields on interfaces marked as private are still woven as public, despite Bug 299552","2014-05-22 21:04:53"
333066,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","StringIndexOutOfBoundsException during compilation","2014-08-20 15:02:14"
333708,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","spring-aspects.jar issue (inpath)","2013-06-24 11:05:35"
341130,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Inadvertent change in matching (inherited annotations)","2013-06-24 11:03:28"
311289,"AMP (ARCHIVED)","AMF","milesparker","NEW"," ---","Support aggregate functions across selections","2014-10-20 16:56:33"
318274,"AMP (ARCHIVED)","Escape","milesparker","NEW"," ---","EMF-based Runtime Models (was: Lookup table for agents)","2010-09-16 11:48:51"
323093,"AMP (ARCHIVED)","AMF UI","milesparker","NEW"," ---","If Agent is relocated, agent references are lost","2013-12-04 11:30:51"
215590,"AspectJ","Compiler","aclement","NEW"," ---","Various small problems with 1.6.X","2013-06-24 11:07:03"
312711,"AspectJ","Compiler","aclement","NEW"," ---","better cflow counter/stack names","2013-06-24 11:03:33"
71993,"AspectJ","Compiler","adrian.colyer","NEW"," ---","Numerous bugs reported by FindBugs (http://findbugs.sourceforge.net/) in AspectJ jars","2008-08-28 16:48:28"
72245,"AspectJ","Compiler","adrian.colyer","NEW"," ---","inconsistent treatment of set field join points at initialisers of final fields","2004-08-20 05:40:18"
72335,"AspectJ","Compiler","adrian.colyer","NEW"," ---","problem with new/FieldInitializerJoinPoints.java","2004-08-20 08:35:50"
86012,"AspectJ","Compiler","adrian.colyer","NEW"," ---","aspect VerifyError when declaring implementation on uncompiled class","2010-01-26 12:48:06"
86589,"AspectJ","Compiler","adrian.colyer","NEW"," ---","Xlint should warn about set field if not defined","2005-02-25 01:33:58"
88842,"AspectJ","Compiler","adrian.colyer","NEW"," ---","[docs] Strange errors wheb jdom-b9.jar is in classpath","2006-04-04 14:11:44"
92311,"AspectJ","Compiler","adrian.colyer","NEW"," ---","[itds] ITD private hiding base class field","2007-10-23 08:15:34"
92326,"AspectJ","Compiler","adrian.colyer","NEW"," ---","Align JoinPoint getters with context changes","2005-04-21 23:17:04"
92340,"AspectJ","Compiler","adrian.colyer","NEW"," ---","private ITD's not visible to nested aspect","2005-04-22 03:15:45"
93656,"AspectJ","Compiler","adrian.colyer","NEW"," ---","ISwitchoffable - a way to control execution of advice at the aspect level.","2005-08-01 13:42:44"
93772,"AspectJ","Compiler","adrian.colyer","NEW"," ---","[Parsing] AspectJ eager parser does not report semantic errors","2006-05-30 10:01:08"
95506,"AspectJ","Compiler","adrian.colyer","NEW"," ---","[ataspectj] @AJ in the compiler","2007-10-23 08:21:20"
102743,"AspectJ","Docs","adrian.colyer","NEW"," ---","[docs] describe Xlint warnings in compiler documentation","2013-06-24 11:04:19"
103646,"AspectJ","Compiler","adrian.colyer","NEW"," ---","[ataspectj] @AJ declare annotation","2007-10-23 08:20:01"
107194,"AspectJ","Compiler","adrian.colyer","NEW"," ---","weaving gives a bad file descriptor exception on resource reading","2005-08-18 05:52:51"
108895,"AspectJ","Compiler","adrian.colyer","NEW"," ---","Allow Binding in User Pointcuts","2005-09-06 22:43:04"
111027,"AspectJ","Compiler","adrian.colyer","NEW"," ---","Contribution: Loadtime Weaving Agent for WebSphere","2009-04-06 17:59:42"
543023,"AspectJ","Compiler","AJDT-inbox","NEW"," ---","java.lang.ClassCastException: org.aspectj.weaver.MissingResolvedTypeWithKnownSignature cannot be cast to org.aspectj.weaver.ReferenceType","2020-04-22 14:14:04"
456534,"andmore","General","andmore-inbox","NEW"," ---","[Discuss] What to do about Sequoyah package names","2015-02-17 14:49:33"
456967,"andmore","General","andmore-inbox","NEW"," ---","Modify behavior of localization plugins to work consistently with other XML files in Eclipse","2016-05-04 08:22:22"
456971,"andmore","General","andmore-inbox","NEW"," ---","[FEATURE] Create editor for drawable.xml files, tied to different depths.","2015-01-07 16:43:54"
456972,"andmore","General","andmore-inbox","NEW"," ---","[FEATURE] Direct import of font-awesome and design studio icons, scaled to proper sizes","2015-01-07 16:45:59"
456973,"andmore","General","andmore-inbox","NEW"," ---","Update the code snippets for current best practices in Android development","2015-01-27 12:55:16"
456975,"andmore","General","andmore-inbox","NEW"," ---","Auto-generated code menus do not work.","2015-03-31 11:36:03"
456976,"andmore","General","andmore-inbox","NEW"," ---","Confirm that New Android Remote Device is still useful.","2015-01-07 16:50:39"
456977,"andmore","General","andmore-inbox","NEW"," ---","Remove Enable/Disable obfuscation menu item if it's not useful","2015-01-07 16:51:21"
456978,"andmore","General","andmore-inbox","NEW"," ---","Give user more useful feedback when XML compile steps fail","2015-01-07 16:52:09"
456980,"andmore","General","andmore-inbox","NEW"," ---","The database perspective does not seem to do anything useful.","2015-10-08 08:51:26"
456981,"andmore","General","andmore-inbox","NEW"," ---","[TEST] Ensure projects work with Android Studio layouts","2015-10-09 13:38:11"
456984,"andmore","General","andmore-inbox","NEW"," ---","[DISCUSS] The Export process for Android APKs","2015-01-07 16:57:34"
526437,"andmore","General","andrewbowley","NEW"," ---","Android SWT Libraries need to be forked","2017-12-02 03:19:16"
538259,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Auto-Start Capability","2018-12-18 08:58:13"
538260,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Provide an Apogy Product for the Examples","2018-10-03 16:03:51"
538261,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Provide a Perspective for using the Examples","2018-10-15 13:13:01"
538728,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","The Program's Argument view and Argument value should be merged.","2018-10-15 13:08:27"
539488,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Save the Data Product in the /data folder of the Session.","2018-10-15 15:37:58"
539490,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Fix and enable Apogy Tests","2018-09-26 09:53:34"
539492,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Revise Satellite Constellation Meta-Models & Example","2018-09-26 09:58:07"
539493,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Design & Implement Generic Dashboard","2018-09-26 09:59:53"
539495,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Model Validation","2018-10-15 15:39:08"
539501,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Implement import + export Apogy Session in the Projects View.","2018-10-15 13:12:00"
539805,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","The Orbit module should provide default TLE values when creating and orbit model.","2018-10-15 15:36:56"
539812,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","An Earth View Layer should be available to display Line Of Sight","2018-10-15 13:11:42"
539814,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","The Plan produced by the orbit planner should include time span.","2018-10-15 15:39:21"
539816,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Orbit Planner Constraints should be applied to all Observation or to a specified list of Observations","2018-10-15 15:34:29"
539818,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","A time window Orbit Planner Constraint type should be available.","2018-10-15 15:35:20"
539833,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","An Sun angle Orbit Planner Constraint type should created.","2018-10-15 15:36:46"
539835,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","An eclipse at spacecraft location Orbit Planner Constraint type should created","2018-10-15 15:37:14"
539836,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","A spacecraft location in airspace Orbit Planner Constraint type should created","2018-10-15 15:37:40"
539967,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Remove JScience and its patch from the Apogy codebase.","2018-10-09 11:04:48"
540447,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Add support to lazy loading getter pattern to Apogy code generator","2018-10-24 14:28:17"
540472,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","ApogyCommonTransactionFacade.INSTANCE.basicSet does not handle transient DataType","2018-10-25 10:59:44"
541171,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Moving Objects in the Viewer 3D","2018-11-14 12:44:32"
543469,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Ability to move columns in Apogy composites.","2019-01-15 14:07:25"
544010,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Apogy Table Viewer must be properly bound","2019-01-31 09:51:17"
545278,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Implement URL EMF class","2019-03-12 12:15:49"
545317,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Apogy EMFForm Others Auto-Generated Section should be empty if all features are covered by the specified view model.","2019-03-12 16:13:27"
545319,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Apogy EMFForms Text Default Renderer should set value on input change.","2019-03-12 16:46:46"
545320,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Apogy XcoreLang.xcore content is not allowed in Prolog","2019-03-12 16:50:27"
545321,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Re-Add Save Button in the Main Apogy Menu Bar","2019-03-12 16:55:38"
545322,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Apogy Autosave Option","2019-03-12 16:57:15"
545324,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","EMFForms ApogyCompositeRendererService not found.","2019-03-12 17:26:30"
545427,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Add Visibility Passes Graphic Export Capability","2019-03-14 18:57:37"
545429,"Apogy (Archived)","General","apogy-inbox","NEW"," ---","Add Perspectives Export","2019-03-14 19:08:42"
512121,"App4mc","Models","app4mc-inbox","NEW"," ---","Harmonise enumerations for data consistency and data stability","2018-10-17 01:59:57"
562791,"App4mc","General","app4mc-inbox","NEW"," ---","[GSOC2020] Response Time Analysis for Multi-Core Non-Preemptive Scheduling","2020-08-24 07:06:21"
562792,"App4mc","General","app4mc-inbox","NEW"," ---","[GSOC2020] Worst-case response time analysis for fixed-priority scheduling with deferred preemptions","2020-07-31 08:51:32"
562793,"App4mc","General","app4mc-inbox","NEW"," ---","[GSOC2020] B​locking time analysis for non-preemptive and deferred preemptive scheduling","2020-08-24 07:06:24"
69344,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Cannot exlude woven classes with scoping pointcut","2007-02-14 05:54:23"
80430,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","JSR 45 support (was: withincode aspect crashes recent IBM 1.4.2 JVMs)","2007-02-14 05:56:32"
89640,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Random (?) NPE in 0325 build","2007-02-14 05:59:50"
95344,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","own type of an aspect unit cannot be resolved","2007-02-14 06:00:04"
96942,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","JavaCore / AspectJCore create throws Exception","2007-02-14 06:00:19"
113191,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Contribution: Command Line Weaver that Can be Packaged with aspectjweaver.jar","2013-06-24 11:06:13"
116411,"AspectJ","Testing","aspectj-inbox","NEW"," ---","Improve consistency, maintainability and reusability of compiler option parsing","2010-01-26 15:11:43"
119017,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[comp-upgrade] JavaCore.create(..) doesn't work","2010-01-26 17:22:40"
120015,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[generics-itds]Better Generic Aspect Concretization","2013-06-24 11:01:33"
123759,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","expose join points for synchronized methods/blocks and define new related pointcuts","2011-01-16 12:34:05"
124460,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan] Support aop.xml for controlling weaving in all compilation scenarios","2013-06-24 11:04:56"
125791,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[generics] Another problem with abstract generic aspects in Jar files","2010-03-10 11:58:58"
126118,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Problems not being reported with unknown classpath entry","2006-05-12 11:39:26"
126355,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Upgrading Aspectj to 1.5: After compiling project with ajc release 1.5, compiling jsps with imports containg generics causes errors, Worked under aspectj 1.2.1","2006-05-23 10:06:59"
128664,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[annotations] Incorrect/asymmetric semantics of inherited annotation for interface vs. class","2013-06-24 11:05:07"
129839,"AspectJ","Docs","aspectj-inbox","NEW"," ---","Some remarks regarding the exercises in the teaching module","2006-02-28 14:41:40"
130119,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Advice in perthis() aspect not executed for interface execution join point","2006-03-03 06:54:38"
132128,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[generics] Type patterns cannot be used to match member types of generic classes","2013-06-24 11:06:54"
132314,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[comp-upgrade] AspectJ compiler requires dependencies the JDT compiler doesnt","2008-08-22 16:07:24"
132456,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[parsing] Inconsistency in identifiers allowed for labeled statements and break/continue","2008-08-22 16:08:27"
133770,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","[ltw] Problem with Declare Parents and Call Munger in Load-Time Weaving","2006-10-03 03:41:20"
134425,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[itds] Problem calling super from ITDs in an overrides relationship","2013-06-24 11:02:34"
135865,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[annotations][itds] declare @method is broken for call()","2013-06-24 11:03:38"
138398,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Make -outxml the default","2013-06-24 11:02:48"
141311,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[build] AspectJ dev builds don't have a version","2013-06-24 11:03:04"
145018,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[ataspectj][matching] NPE weaving complex pointcuts with if()","2013-06-24 11:04:31"
145047,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","use chars instead of strings to process signatures in UnresolvedType","2013-06-24 11:02:15"
146528,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[tools] AST support for resolving type bindings","2013-06-24 11:01:35"
147841,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","advice is not woven from jar on aspectpath when 'this' or 'target' is included in the pointcut","2013-06-24 11:03:26"
148773,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","Major LTW Optimization: Let Loaded Types be Expendable","2006-08-23 13:08:34"
149260,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Allow declare precedence to override default advice precedence based on inheritance","2013-06-24 11:05:19"
149322,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Change Xlint cantFindType default to warning","2013-06-24 11:05:55"
149419,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Default access field injection fails","2006-07-06 23:15:26"
149802,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","Support inlining of all eligible around advice","2013-06-24 11:07:05"
150250,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Use unique message identifiers","2013-06-24 11:05:26"
151278,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[argbinding] Incorrect name binding in args pointcuts","2013-06-24 11:07:04"
153114,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","JMX Interface","2013-06-24 11:07:15"
153464,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","negated annotation type pattern fails","2008-08-22 16:12:22"
153558,"AspectJ","Build","aspectj-inbox","NEW"," ---","org.aspectj Restructure - Phase 1.1: ASM (Object Web) Bundle","2006-08-11 06:35:53"
153950,"AspectJ","Build","aspectj-inbox","NEW"," ---","org.aspectj Restructure - Phase 2.1: Improve compiler test coverage","2006-08-15 14:15:17"
156149,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Problem Calling Super for ITD defined on Interface","2007-02-16 04:44:57"
157031,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Array element get/set pointcut","2013-03-21 04:13:34"
158159,"AspectJ","Docs","aspectj-inbox","NEW"," ---","[docs] Doc syntax for modifiers, e.g. in method-execution signature","2008-09-30 15:07:13"
158629,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","binary-weaving method annotation into a class is working incorrectly","2006-09-26 17:12:44"
159419,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","Allow Evicting WeavingAdaptors","2006-10-05 12:16:46"
160146,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","JVM VerifyError (invalid stack height) when LTW is used with Hibernate","2010-03-19 19:23:20"
160296,"AspectJ","Runtime","aspectj-inbox","NEW"," ---","Custom JoinPoint factory","2006-10-18 03:44:47"
160509,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Allow matching args by type not position","2006-10-11 13:04:59"
160945,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","LTW failure on woven class","2006-10-18 05:34:49"
162310,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","ajc create  the bytecode that cause java.lang.VerifyError by instantiation","2006-10-26 05:00:57"
162844,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Allow args test for inexact type pattern when not binding","2006-10-31 01:49:35"
166220,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","Allow suppression of ""ignoring duplicate definition""","2013-06-24 11:01:59"
166246,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","Avoid Memory Overhead Per ClassLoader","2010-11-22 10:26:09"
168479,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","pertypewithin can't advice package private class","2013-06-24 11:05:33"
168714,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[ast] AST needs more work","2008-10-02 13:56:32"
169015,"AspectJ","Runtime","aspectj-inbox","NEW"," ---","[plan] [ataspectj] Assymetry between AfterReturning/Throwing and other advice annotation","2013-06-24 11:06:05"
169699,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Is there any particular order in ITD?","2013-06-24 11:04:46"
170617,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Rework AjState management","2010-01-26 15:51:39"
170620,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Revisit how the compiler should be accessed for eager parsing information","2013-06-24 11:01:41"
170621,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Formalise how information about the ast should be accessed by tools","2013-06-24 11:05:52"
171061,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","[plan] [iajc] iajc run in ant script should output summary line like javac","2013-06-24 11:04:20"
171069,"AspectJ","LTWeaving","aspectj-inbox","NEW"," ---","java.util.EmptyStackException in CompilationAndWeavingContext using LTW","2007-01-22 10:12:48"
173422,"AspectJ","Compiler","aspectj-inbox","NEW"," ---","Problem with cflowbelow and before-advice on class javax.swing.JTable.columnSelectionChanged","2008-10-02 14:13:53"
173864,"AspectJ","AJDoc","aspectj-inbox","NEW"," ---","AJDoc do not generate annotations?","2013-06-24 11:03:43"
